Name
TOHOKU TH 2-1
KANTO/KOSHINETSU KK 1-1
SOMAGAHARA
CENTRAL HONSHU
CENTRAL HONSHU
OJOJI HARA
NORTHERN HONSHU
TOHOKU TH 2-2
MISAWA
HIDAKAOKI
SHIMAMATSU
ROKKASHO
ROKKASHO

HOKKAIDO HK 1-1
HOKKAIDO HK 1-2
HOKKAIDO HK 1-3
HOKKAIDO HK 2-1
HOKKAIDO HK 2-2-40
HOKKAIDO HK 2-2-60
HOKKAIDO HK 2-3-40
HOKKAIDO HK 2-3-60
HOKKAIDO HK 12-6
HOKKAIDO HK 2-4
HOKKAIDO HK 2-11-20
HOKKAIDO HK 2-5
HOKKAIDO HK 2-6-20
HOKKAIDO HK 2-6-40
HOKKAIDO HK 2-6-60
HOKKAIDO HK 2-7-20
HOKKAIDO HK 2-7-40
HOKKAIDO HK 2-7-60
HOKKAIDO HK 2-8-20
HOKKAIDO HK 2-8-40
HOKKAIDO HK 2-8-60
HOKKAIDO HK 2-9-20
TOHOKU TH 1-1
HOKKAIDO HK 2-9-40
HOKKAIDO HK 2-10-20
HOKKAIDO HK 2-10-40
HOKKAIDO HK 2-11-40
HOKKAIDO HK 2-11-60
HOKKAIDO HK 2-12-20
HOKKAIDO HK 2-12-40
HOKKAIDO HK 2-12-60
HOKKAIDO HK 2-13
HOKKAIDO HK 2-14
HOKKAIDO HK 3
HOKKAIDO HK 11-1
HOKKAIDO HK 11-2
HOKKAIDO HK 11-3
HOKKAIDO HK 12-1
HOKKAIDO HK 12-2
HOKKAIDO HK 12-3
HOKKAIDO HK 12-4
HOKKAIDO HK 12-5
TOHOKU TH 1-2
TOHOKU TH 1-3
TOHOKU TH 2-3
TOHOKU TH 2-4
TOHOKU TH 2-5
TOHOKU TH 3-1
TOHOKU TH 3-2
TOHOKU TH 11
TOHOKU TH 12-1
TOHOKU TH 12-2
TOHOKU TH 12-3
TOHOKU TH 13-1
TOHOKU TH 13-2
TOHOKU TH 13-2A
TOHOKU TH 13-3-6
TOHOKU TH 13-3-7
TOHOKU TH 13-3-8
TOHOKU TH 13-3-9
TOHOKU TH 13-3-10
TOHOKU TH 13-3-11
TOHOKU TH 13-3-14
KANTO/KOSHINETSU KK 1-2
KANTO/KOSHINETSU KK 1-3
KANTO/KOSHINETSU KK 1-4
KANTO/KOSHINETSU KK 1-5
KANTO/KOSHINETSU KK 1-6
KANTO/KOSHINETSU KK 2-1
KANTO/KOSHINETSU KK 2-2
KANTO/KOSHINETSU KK 2-3
KANTO/KOSHINETSU KK 2-4
KANTO/KOSHINETSU KK 3-1
KANTO/KOSHINETSU KK 3-2
KANTO/KOSHINETSU KK 4-1
KANTO/KOSHINETSU KK 4-2
KANTO/KOSHINETSU KK 4-3
KANTO/KOSHINETSU KK 4-4
KANTO/KOSHINETSU KK 4-5
KANTO/KOSHINETSU KK 4-6
KANTO/KOSHINETSU KK 4-7
KANTO/KOSHINETSU KK 4-8
CHARLIE ONE
CHARLIE TWO
GOLF ONE
GOLF ONE
GOLF TWO
GOLF THREE
GOLF FOUR
JULIET ONE
JULIET TWO
JULIET THREE
HOTEL
AREA 1
AREA 5
AREA 2
AREA 3
AREA 3
AREA 6
BRAVO ONE
DELTA ONE
ECHO ONE
BRAVO TWO
ECHO TWO
ECHO TWO
BRAVO THREE
ECHO THREE
ECHO THREE
ECHO FOUR
YAUSUBETSU
FUKUSHIMA POWER STATION
SHARIKI























































































PYONGYANG
KYONGSONG
TAECHON
YONPUNG
HUNGNAM
PYONGYANG
SINUIJU
HYANGSAN
HAMJU
SARIWON






































FLIGHT TEST AREA 4





























KAZAKHSTAN
KYZYLAGASH
ZHARSUAT
AKDALA
ZONE 30
ZONE 31
ZONE 22
ZONE 23


ZONE 24
ZONE 25
ZONE 28




































































































































































FLIGHT TEST AREA 1
FLIGHT TEST AREA 2
FLIGHT TEST AREA 3









































































MOA 9 WEST LOW
MOA 10
AREA UNIFORM
GANGNEUNG
JUNGWON
JUNGWON TFR
SEOSAN TFR
MOA 1
MOA 2 HIGH
GAPYEONG
YANGPYEONG
HONGCHEON
HYEONRI
YONGIN
JEONJU
MOA 8 HIGH
MOA 8 LOW
YOUNGCHEON
MOA 2 LOW
MOA 3A
MOA 3 HIGH
GEUMWANG
HANAM
BUCHEON
SOKCHO
CHUNCHEON
DEOKSO
MOA 9 EAST HIGH
JOCHIWON
MAEPO
MOA 38
YEONGDEOK
HYEDEOK
WOLSEONG
IPCHANG
MOA 9 EAST LOW
MOA 9 WEST HIGH
WANJU
YEONGDONG
ULJIN
YEONGCHEON
MOA 3 LOW
MOA 4
MOA 5 HIGH
MOA 5 LOW
MOA 6 HIGH (RED)
MOA 6 LOW (RED)
MOA 7
MOA 11
MOA 12 EAST HIGH
MOA 12 EAST LOW
MOA 12 WEST HIGH
MOA 12 WEST LOW
MOA 13 EAST HIGH
MOA 13 EAST LOW
MOA 13 WEST HIGH
MOA 13 WEST LOW
MOA 14
MOA 15
MOA 15A
MOA 16
MOA 17
MOA 19 LOW
MOA 27N
MOA 30 HIGH
MOA 30 LOW
MOA 31
MOA 32
MOA 33
MOA 37

MOA ACMI ALPHA
MOA ACMI BRAVO
MOA ACMI CHARLIE
MOA ACMI DELTA
MOA ACMI ECHO
KOREAN TACTICAL ZONE
CIVIL CORRIDOR
KOREAN EAST TACTICAL ZONE
KOREAN WEST TACTICAL ZONE
YEONPYONGDO
GISAMUN
SEOUL CITY
SEOUL CITY
YONGMUN
MAEBONG
MIYEODO

JIKDO
DONG-HAE-BUK-BU
ANHEUNG A
ANHEUNG B
ANHEUNG C
ANHEUNG D
ANHEUNG E
ANHEUNG F
PILSEUNG
UNGCHON
BISEUNG
DONGHAE
DAECHONGDO
ULSAN
DONG-HAE-DONG-BU
SOKCHO
CHEONDUKBONG
EOCHUNGDO
DEOKJOKDO
SURYUNSAN
BAENGNYEONG
DAECHONGDO EAST


CHOCHIDO
SAMCHEOK
WOODO
DAECHEON
JINCHEON
PYEONGDONG
YEOJU
JOCHIWON
BOEUN
EONYANG

MAESANRI
DONG-HAE-NAM-BU
MACHAJIN
